URL,SIZE,NO. OF OUTLINKS,CONTENT_TYPE
http://www.nbcnews.com/business/business-news/women-save-more-men-retirement-n525556,98981,83,text/html; charset=utf-8
http://www.nbcnews.com/business/retirement/missed-ira-distribution-deadline-advice-avoid-tax-penalty-n488551,86939,83,text/html; charset=utf-8
http://www.nbcnews.com/business/retirement/congress-budget-deal-seen-big-big-win-older-americans-n457291,90860,87,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/nyc-mayor-urges-citys-pensions-divest-gun-investments-n474461,103215,84,text/html; charset=utf-8
http://www.nbcnews.com/business/retirement/what-men-can-learn-women-about-saving-retirement-n468271,96563,87,text/html; charset=utf-8
http://www.nbcnews.com/business/retirement/couples-fight-more-about-finances-retirement-draws-closer-n473551,89434,81,text/html; charset=utf-8
http://www.nbcnews.com/business/taxes/seeing-red-here-s-your-share-state-pension-shortfalls-n499766,88216,83,text/html; charset=utf-8
http://www.nbcnews.com/business/retirement/ex-coach-jerry-sandusky-should-get-his-public-pension-back-n462961,87695,84,text/html; charset=utf-8
http://www.nbcnews.com/video/the-great-401-k-caper-how-1-fee-becomes-32-26930243617,322266,140,text/html; charset=utf-8
http://www.nbcnews.com/business/retirement/top-100-ceos-retirement-savings-116-million-average-american-nest-n453101,92308,92,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/spacex-will-have-wait-little-longer-its-return-flight-n704841,84225,79,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/spacex-launches-first-rocket-explosion-n706966,41151,28,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/new-zika-studies-reveal-invisible-damage-babies-n601736,104156,92,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/zika-virus-coming-we-re-not-ready-u-s-experts-n567261,116220,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/new-map-shows-where-zika-mosquitoes-live-u-s-n589021,113295,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/new-studies-show-just-how-tricky-zika-virus-n600736,115845,96,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/should-i-worry-about-zika-your-questions-answered-n635136,44578,31,text/html; charset=utf-8
http://www.nbcnews.com/news/world/white-house-puts-iran-notice-missile-test-n715501,108458,91,text/html; charset=utf-8
http://www.nbcnews.com/news/world/seal-american-girl-die-first-trump-era-u-s-military-n714346,122074,95,text/html; charset=utf-8
http://www.nbcnews.com/politics/first-read/amp/rex-tillerson-has-toughest-job-world-today-n715801,49949,36,text/html; charset=utf-8
http://www.nbcnews.com/politics/congress/defections-put-devos-nomination-peril-n715521,103543,89,text/html; charset=utf-8
http://www.nbcnews.com/feature/good-cents/video/here-s-what-you-need-to-know-before-changing-jobs-654222915911,259586,110,text/html; charset=utf-8
http://www.nbcnews.com/feature/good-cents/video/this-company-lets-you-shop-around-for-healthcare-procedures-638654531518,259632,110,text/html; charset=utf-8
http://www.nbcnews.com/feature/good-cents/video/these-steps-can-turn-your-credit-around-646456387557,259135,110,text/html; charset=utf-8
http://www.nbcnews.com/business/business-news/amp/baby-steps-these-are-big-costs-if-you-re-going-n563566,33257,26,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/nine-republicans-reject-naming-post-office-after-maya-angelou-n529351,99328,83,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/meet-4-republican-lawmakers-who-want-abolish-epa-n717061,45653,37,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/amp/over-100-dead-brazil-state-amid-anarchy-spurred-police-strike-n718866,35657,23,text/html; charset=utf-8
http://www.nbcnews.com/business/consumer/insulin-new-epipen-families-facing-sticker-shock-over-400-percent-n667536,115479,102,text/html; charset=utf-8
http://www.nbcnews.com/health/diabetes/amp/company-dumped-insulin-pill-idea-because-it-cost-too-much-n685281,38021,25,text/html; charset=utf-8
http://www.nbcnews.com/health/gun-suicides-murders-down-us-cities-cdc-finds-6C10820036,79612,75,text/html; charset=utf-8
http://www.nbcnews.com/better/wellness/amp/club-drug-ketamine-rescues-suicidal-patients-study-n571571,44119,20,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/suicide-rates-have-soared-u-s-n560486,108711,98,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/gop-piles-donald-trump-over-remarks-women-n662276,169890,135,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/trump-hot-mic-when-you-re-star-you-can-do-n662116,118838,96,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/all-latest-trump-tape-fallout-n662461,136676,108,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/women-share-sexual-abuse-stories-after-kelly-oxford-s-call-n662531,39142,30,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/gorilla-shot-dead-cincinnati-zoo-after-child-climbs-enclosure-n582211,96670,86,text/html; charset=utf-8
http://www.nbcnews.com/card/its-not-easy-being-mean-pepe-creator-his-meme-back-n665941,146823,147,text/html; charset=utf-8
http://www.nbcnews.com/video/ken-bone-talks-2016-and-his-newfound-fame-783483459868,323438,141,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/pepe-frog-declared-hate-symbol-adl-after-alt-right-memes-n655876,98696,101,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-year-in-review/amp/pepe-harambe-phelps-face-16-memorable-memes-2016-n700936,67317,51,text/html; charset=utf-8
http://www.nbcnews.com/mach/space/amp/are-we-ancient-aliens-n695456,43268,25,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/obamacare-fact-check-shows-gop-obamacare-claims-are-often-false-n705151,93922,85,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/amp/americans-fear-they-ll-lose-coverage-obamacare-repeal-poll-n713356,41301,25,text/html; charset=utf-8
http://www.nbcnews.com/politics/donald-trump/amp/labor-nominee-andy-puzder-hired-undocumented-household-employee-n717656,35364,23,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/sarah-vaughn-forever-jazz-icon-s-legacy-gets-stamp-approval-n547651,92769,91,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/amp/nathan-east-put-some-reverence-his-name-n718961,43339,30,text/html; charset=utf-8
http://www.nbcnews.com/business/business-news/amp/ballet-dancer-misty-copeland-not-point-under-armour-s-praise-n719046,35586,22,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/wh-spokesman-gave-alternative-facts-inauguration-crowd-n710466,104146,92,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/amp/after-pomp-inauguration-trump-s-first-weekend-n710556,42623,24,text/html; charset=utf-8
http://www.nbcnews.com/mach/technology/amp/passenger-carrying-drones-will-take-skies-summer-n721326,36521,29,text/html; charset=utf-8
http://www.nbcnews.com/better/wellness/amp/some-experts-say-trump-team-s-falsehoods-are-classic-gaslighting-n711021,51684,27,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/fact-checking-trump-s-speech-n597051,124415,100,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/wh-spokesman-gave-alternative-facts-inauguration-crowd-n710466,100415,87,text/html; charset=utf-8
http://www.nbcnews.com/politics/white-house/white-house-press-secretary-sean-spicer-our-intention-never-lie-n710966,138854,104,text/html; charset=utf-8
http://www.nbcnews.com/better/diet-fitness/amp/how-food-lobby-affects-nutrition-advice-n676266,39579,19,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/can-we-eat-butter-salt-house-members-question-diet-guidelines-n440286,117419,102,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/sugar-industry-manipulated-heart-studies-review-finds-n646836,92226,88,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/amp/new-initiative-aims-improve-hiv-care-black-gay-men-n690711,48193,30,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/10-cities-highest-rates-new-hiv-diagnoses-n689246,79262,82,text/html; charset=utf-8
http://www.nbcnews.com/video/syrians-fleeing-aleppo-arrive-at-refugee-camp-836176963511,322105,140,text/html; charset=utf-8
http://www.nbcnews.com/video/aleppo-video-diary-this-week-was-worst-bombing-i-ve-witnessed-817599043642,323303,140,text/html; charset=utf-8
http://www.nbcnews.com/video/stunning-video-shows-rescuers-rushing-to-save-children-from-rubble-in-aleppo-syria-813235779946,323520,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/aleppo-s-children-these-9-kids-were-killed-syria-cease-n663751,149996,109,text/html; charset=utf-8
http://www.nbcnews.com/video/to-everyone-who-can-hear-me-messages-from-aleppo-syria-833897539985,322787,140,text/html; charset=utf-8
http://www.nbcnews.com/video/-aleppo-is-now-a-synonym-for-hell-un-chief-835058755513,322422,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/evacuation-buses-enter-east-aleppo-syrian-state-media-n697486,105800,89,text/html; charset=utf-8
http://www.nbcnews.com/video/meet-zein-our-video-diarist-from-east-aleppo-810158659596,322163,140,text/html; charset=utf-8
http://www.nbcnews.com/video/destruction-and-despair-in-aftermath-of-aleppo-attack-820847683892,322554,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/aleppo-twitter-girl-bana-al-abed-mom-plea-michelle-obama-n696906,121915,101,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/aleppo-siege-7-year-old-bana-al-abed-shares-daily-n659346,100419,92,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/aleppo-falling-what-does-mean-assad-isis-russia-n695746,141849,107,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/russia-tells-syria-rebels-leave-aleppo-friday-night-n676796,96159,86,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/syrians-face-uncertain-future-after-being-evacuated-aleppo-n697841,130158,103,text/html; charset=utf-8
http://www.nbcnews.com/video/-white-helmets-struggle-to-free-traumatized-syrian-child-812726339634,323002,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/aleppos-children/aleppo-siege-syrian-kids-find-childhood-deep-underground-n622036,123291,102,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/tsa-says-it-seized-more-guns-ever-airports-last-year-n501236,108584,87,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/fort-lauderdale-airport-shooting-suspect-complained-hearing-voices-officials-n704081,120129,99,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/bug-spray-bravado-keep-miami-beach-bustling-despite-zika-n660576,40504,22,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/amp/headed-inauguration-would-you-pay-1-000-spend-night-half-n707751,40020,22,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28-2017/amp/nbcblk28-above-beyond-isaiah-cooper-youngest-black-pilot-fly-across-n714701,37859,23,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/amp/fresh-new-york-hiv-cases-drop-lowest-number-1981-n689886,33487,24,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/zika-destroyed-her-baby-she-doesn-t-want-it-happen-n634706,56114,30,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/zika-virus-causes-unforeseen-brain-damage-fetus-n548106,109765,88,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/white-house-launches-online-resource-asian-american-data-n215856,86335,83,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/laos-dc-doua-thor-talks-refugee-story-public-service-power-n501336,47517,34,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/amp/outfront-lesbian-rabbi-fights-intolerance-love-n701151,43054,26,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/intelligence-agencies-distressed-trump-s-rejection-findings-russia-n694686,138805,108,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/top-russians-celebrated-when-trump-won-intel-report-says-source-n703741,119890,93,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/trump-cites-nazi-germany-rejects-dossier-alleged-russia-dealings-n705586,49059,36,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/fbi-agrees-cia-assessment-russia-wanted-help-trump-n697066,118706,91,text/html; charset=utf-8
http://www.nbcnews.com/news/world/trump-briefing-materials-included-damaging-allegations-russian-ties-sources-n705511,107503,93,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/seth-meyers-confronts-kellyanne-conway-over-trump-russia-briefing-reports-n705606,122242,103,text/html; charset=utf-8
http://www.nbcnews.com/politics/barack-obama/8-biggest-takeaways-obama-s-farewell-address-n705541,140954,113,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/35-expelled-russian-diplomats-families-leave-united-states-n702171,114789,97,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/miami-s-south-beach-no-longer-zika-zone-n694051,41812,22,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28-2017/amp/nbcblk28-wizard-rap-chance-rapper-s-very-very-good-year-n714371,41767,26,text/html; charset=utf-8
http://www.nbcnews.com/news/nbcblk/chicago-entertainers-leave-stage-young-creatives-open-mike-n481101,105622,95,text/html; charset=utf-8
http://www.nbcnews.com/pop-culture/music/beyonc-adele-drake-garner-nods-2017-grammy-awards-n692466,93811,89,text/html; charset=utf-8
http://www.nbcnews.com/business/business-news/amp/now-you-can-get-wi-fi-completely-free-all-jetblue-n706216,35009,24,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/cybersecurity-experts-warn-of-insecure-free-public-wifi-networks-841708099596,507309,170,text/html; charset=utf-8
http://www.nbcnews.com/politics/first-read/amp/first-read-s-morning-clips-repeated-contacts-n721126,39493,35,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/feds-fund-plans-take-zika-virus-drones-n665241,40190,21,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/mosquito-control-vital-fight-staggering-consequences-zika-who-says-n519336,122444,95,text/html; charset=utf-8
http://www.nbcnews.com/politics/first-read/amp/humble-pie-trump-defeats-pile-three-weeks-n719281,51088,31,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/rep-jason-chaffetz-faces-angry-town-hall-crowd-utah-n719231,99692,92,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28-2017/amp/nbcblk28-jessica-o-matthews-techie-inventor-harnesses-power-play-n714681,42437,22,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/amp/mcconnell-trump-i-his-policies-not-his-tweets-n722531,34753,24,text/html; charset=utf-8
http://www.nbcnews.com/id/7348758/ns/health-mental_health/t/steroid-addiction-risk-young-athletes/,66444,108,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/amp/fda-steps-warnings-testosterone-other-steroids-n672681,37272,32,text/html; charset=utf-8
http://www.nbcnews.com/health/mens-health/low-t-testosterone-therapy-may-boost-serious-risks-men-heart-f8C11528610,83967,79,text/html; charset=utf-8
http://www.nbcnews.com/health/mens-health/fda-warns-against-testosterone-overuse-n316686,92434,86,text/html; charset=utf-8
http://www.nbcnews.com/health/mens-health/testosterone-gel-gives-some-men-back-their-pep-study-finds-n520371,110564,98,text/html; charset=utf-8
http://www.nbcnews.com/health/mens-health/fda-panel-backs-limiting-use-testosterone-replacement-drugs-n206101,92935,84,text/html; charset=utf-8
http://www.nbcnews.com/health/mens-health/men-seek-testosterone-quick-fix-risks-f3236114,79980,78,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/florida-zika-count-hits-70-local-cases-n647851,40691,23,text/html; charset=utf-8
http://www.nbcnews.com/health/clinical-trial-patients-congress-stop-acting-babies-8C11333858,92321,81,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28-2017/amp/nbcblk28-samuel-sinyangwe-number-cruncher-fight-against-systemic-racism-n714771,37797,23,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/amp/mike-pence-denies-contact-between-trump-campaign-russia-n707126,37253,27,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/white-house-we-didn-t-coordinate-flynn-call-russian-ambassador-n706806,114895,91,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/white-house-hosts-first-ever-summit-asian-americans-n357666,40162,26,text/html; charset=utf-8
http://www.nbcnews.com/politics/first-read/amp/politics-stressing-you-out-you-aren-t-alone-n721401,33994,23,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/study-shows-how-zika-sexually-transmitted-n638001,42896,24,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/apple-fbi-face-congressional-hearing-encryption-n528841,133421,97,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/san-bernardino-killers-did-not-post-public-terror-messages-n481066,115656,88,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/obama-makes-case-access-mobile-device-data-n537106,113259,91,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/criminal-charges-be-brought-against-enrique-marquez-ex-neighbor-san-n481666,106958,82,text/html; charset=utf-8
http://www.nbcnews.com/video/watch-live-san-bernardino-massacre-survivors-doctors-hold-news-conference-322485827772,322565,141,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/apple-ceo-unlocking-iphone-would-be-bad-america-n525181,97905,80,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/obama-orders-review-visa-program-admitted-california-shooter-n475221,104773,88,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/san-bernardino-first-responders-tell-their-harrowing-stories-n476476,143792,112,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/housewife-killer-mystery-san-bernardino-shooter-tashfeen-malik-n474386,134199,99,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/san-bernardino-shooter-used-fiancee-visa-enter-u-s-sources-n473791,148733,103,text/html; charset=utf-8
http://www.nbcnews.com/storyline/san-bernardino-shooting/amp/friend-who-bought-guns-san-bernardino-shooter-plead-guilty-n721001,37527,23,text/html; charset=utf-8
http://www.nbcnews.com/storyline/new-york-prison-escape/amp/joyce-mitchell-who-helped-new-york-inmates-escape-denied-parole-n720416,37005,20,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/suspected-orlando-cop-killer-markeith-loyd-custody-police-say-n708176,107826,95,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/supreme-court-strikes-down-florida-death-penalty-law-n494691,94919,85,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/suspected-cop-killer-markeith-loyd-competent-represent-himself-judge-rules-n712526,97450,86,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/accused-cop-killer-markeith-loyd-indicted-death-penalty-still-blocked-n721491,40125,31,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/accused-orlando-cop-killer-markeith-loyd-makes-first-court-appearance-n708796,103049,85,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/justice-department-opposes-new-hearing-trump-travel-restrictions-n722011,39853,25,text/html; charset=utf-8
http://www.nbcnews.com/video/grandfather-shot-while-playing-pokemon-go-866935875882,322162,140,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/amp/tom-price-confirmed-donald-trump-s-health-human-services-secretary-n719131,39985,33,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/donald-trump-picks-rep-tom-price-lead-department-health-human-n689386,95889,91,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/trump-s-hhs-nominee-got-sweetheart-drug-stock-deal-n706576,96577,91,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/trump-s-health-secretary-pick-favors-rich-not-sick-experts-n698771,93392,88,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/why-betsy-devos-riling-education-advocates-n716491,139137,116,text/html; charset=utf-8
http://www.nbcnews.com/politics/congress/schumer-calls-ethics-probe-trump-s-hhs-nominee-n703511,95788,85,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/amp/obamacare-uncertainty-scaring-health-insurance-companies-n715876,39091,23,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-year-in-review/obamacare-five-things-you-may-not-know-about-health-care-n699651,92157,93,text/html; charset=utf-8
http://www.nbcnews.com/video/mccain-explains-why-obamacare-was-doomed-to-fail-798428739653,324446,140,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/trump-signals-insurance-everybody-health-care-replacement-n707216,113868,97,text/html; charset=utf-8
http://www.nbcnews.com/video/schumer-pelosi-attack-gop-s-healthcare-agenda-after-obama-meeting-847410243796,323939,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/president-obama-the-legacy/tough-choices-loom-long-road-replacing-obamacare-n704021,173507,129,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/white-house-honors-latino-champions-change-promoting-healthcare-en-n545711,93451,90,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-i-ll-convene-special-session-of-congress-to-repeal-obamacare-798300227548,323447,140,text/html; charset=utf-8
http://www.nbcnews.com/health/obamacare/feds-passive-about-policing-obamacare-fraud-report-finds-n524871,87193,81,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/what-s-name-obamacare-may-not-have-been-such-hot-n708006,96461,92,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/amp/what-can-new-trump-administration-do-obamacare-right-away-n682691,54172,31,text/html; charset=utf-8
http://www.nbcnews.com/health/health-care/obamacare-premiums-are-going-what-does-really-mean-n672566,128555,112,text/html; charset=utf-8
http://www.nbcnews.com/storyline/obamacare-deadline/obamacare-we-know-it-may-be-done-n681441,105972,102,text/html; charset=utf-8
http://www.nbcnews.com/card/nbc-news-exit-poll-results-large-share-voters-feel-obamacare-n680451,176172,168,text/html; charset=utf-8
http://www.nbcnews.com/watch/nbc-news/change-has-come-nigerias-next-president-declares-421045315886,46957,73,text/html; charset=UTF-8
http://www.nbcnews.com/feature/nbc-out/amp/court-decision-allows-lgbtq-refugees-continue-entering-u-s-n719616,45248,24,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/trump-team-eyes-return-black-sites-terror-suspects-n712106,121512,93,text/html; charset=utf-8
http://www.nbcnews.com/politics/politics-news/white-house-outlines-plans-crack-down-illegal-immigration-n712126,108232,95,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/donald-trump-s-comments-torture-provoke-harsh-reaction-abroad-n712381,50395,35,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/guantanamo-bay-who-are-detainees-left-prison-facility-n524196,104895,98,text/html; charset=utf-8
http://www.nbcnews.com/video/germany-reassured-on-u-s-nato-commitment-after-mattis-meeting-874658883573,322988,140,text/html; charset=utf-8
http://www.nbcnews.com/science/science-news/amp/tiny-moth-named-president-elect-donald-trump-n708186,38368,37,text/html; charset=utf-8
http://www.nbcnews.com/science/science-news/praying-mantis-named-supreme-court-justice-ruth-bader-ginsburg-n584891,86237,84,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/pregnant-syrian-refugees-face-uncertain-future-n340246,36541,23,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/amp/week-pictures-oct-7-14-n666736,43137,24,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/heres-what-you-need-know-about-takata-air-bag-recall-n361841,105942,87,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/record-51-million-vehicles-recalled-last-year-nhtsa-reports-n501456,83583,83,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/amp/millions-recalled-cars-roam-road-risking-passengers-lives-n553221,44172,28,text/html; charset=utf-8
http://www.nbcnews.com/storyline/gm-recall/safety-watchlist-finds-stalling-complaints-about-repaired-gm-cars-n498346,128010,96,text/html; charset=utf-8
http://www.nbcnews.com/video/uk-will-begin-process-to-leave-eu-by-march-2017-777681987787?cid=amp_nbcnews,322773,140,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/amp/11-out-authors-we-love-n676246,46521,25,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/legendary-playwright-mois-s-kaufman-talks-about-art-lgbtq-activism-n672736,118706,138,text/html; charset=utf-8
http://www.nbcnews.com/news/latino/these-latinos-were-honored-national-medals-art-humanities-n652546,108490,114,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/officials-race-against-rains-prevent-california-dam-disaster-n720521,110656,90,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/amp/crippled-oroville-dam-threatens-gold-rush-town-n720991,50173,23,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/britain-in-turmoil-after-brexit-vote-to-leave-european-union-712861251959?cid=amp_nbcnews,507095,171,text/html; charset=utf-8
http://www.nbcnews.com/video/-everybody-regrets-it-brexit-splits-brits-713077827600?cid=amp_nbcnews,322608,140,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/secretary-john-kerry-will-visit-uk-as-brexit-fallout-continues-713259587538?cid=amp_nbcnews,506811,171,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/amp/gambia-welcomes-new-president-after-decades-dictatorship-n713156,41774,23,text/html; charset=utf-8
http://www.nbcnews.com/news/world/mideast-retailer-dumps-trump-products-after-muslim-comments-n476796,105822,96,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/american-mayors-want-ban-donald-trump-cities-message-hate-n476566,125612,105,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/south-carolina-rally-trump-defiant-steadfast-muslim-ban-n475951,116188,99,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/petition-bar-donald-trump-u-k-garners-close-200-000-n476951,38303,30,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/trump-defends-muslim-ban-common-sense-n476086,103923,90,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/85m-more-u-s-vehicles-may-face-takata-airbag-recall-666277955893?cid=amp_nbcnews,507067,171,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/takata-was-manipulating-data-to-hide-airbag-problems-lawmakers-say-630686787863?cid=amp_nbcnews,507175,171,text/html; charset=utf-8
http://www.nbcnews.com/tech/security/amp/you-could-have-yahoo-account-not-know-it-n697866,34579,22,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/yahoo-just-had-two-biggest-hacks-ever-so-why-haven-n696496,96070,87,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/report-abortion-could-be-outlawed-33-states-if-roe-v-n710816,37659,26,text/html; charset=utf-8
http://www.nbcnews.com/news/world/amp/israeli-right-wing-celebrates-trump-end-two-state-solution-n721521,38703,25,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/your-yahoo-account-was-probably-hacked-company-set-confirm-massive-n652586,98162,85,text/html; charset=utf-8
http://www.nbcnews.com/tech/tech-news/amp/after-latest-breach-verizon-finally-ditching-its-4-8b-yahoo-n696441,35247,26,text/html; charset=utf-8
http://www.nbcnews.com/feature/meet-the-press-24-7/amp/meet-press-may-1-2016-n565516,130806,17,text/html; charset=utf-8
http://www.nbcnews.com/business/autos/amp/1-6-cars-road-recalled-not-fixed-n618121,40009,22,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/amp/monster-snowstorm-barrels-east-coast-n719006,43664,23,text/html; charset=utf-8
http://www.nbcnews.com/news/weather/new-york-boston-foot-snow-schools-closed-flights-canceled-n718631,124146,113,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/brexit-backlash-dow-plummets-more-than-600-points-712462915569?cid=amp_nbcnews,506835,171,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/trump-shrugs-off-brexit-concerns-in-bizarre-scotland-appearance-712866371548?cid=amp_nbcnews,507187,171,text/html; charset=utf-8
